Cikkszám;Oldal;Modell;Beültetett Mennyiség
CLA_032021855;TOP;CLA_333821S9_TOP;1
CLA_032022101;TOP;CLA_333821S9_TOP;2
CLA_032022102;TOP;CLA_333821S9_TOP;2
CLA_032022108;TOP;CLA_333821S9_TOP;12
CLA_032022112;TOP;CLA_333821S9_TOP;2
CLA_032022116;TOP;CLA_333821S9_TOP;24
CLA_032022133;TOP;CLA_333821S9_TOP;2
CLA_032022154;TOP;CLA_333821S9_TOP;1
CLA_032022162;TOP;CLA_333821S9_TOP;1
CLA_032022174;TOP;CLA_333821S9_TOP;10
CLA_032022190;TOP;CLA_333821S9_TOP;2
CLA_032022201;TOP;CLA_333821S9_TOP;2
CLA_032022500;TOP;CLA_333821S9_TOP;1
CLA_032022585;TOP;CLA_333821S9_TOP;1
CLA_032022586;TOP;CLA_333821S9_TOP;1
CLA_032022597;TOP;CLA_333821S9_TOP;1
CLA_032022598;TOP;CLA_333821S9_TOP;1
CLA_032027650;TOP;CLA_333821S9_TOP;1
CLA_033000005;TOP;CLA_333821S9_TOP;8
CLA_033101115;TOP;CLA_333821S9_TOP;3
CLA_033102115;TOP;CLA_333821S9_TOP;4
CLA_033103115;TOP;CLA_333821S9_TOP;44
CLA_033104115;TOP;CLA_333821S9_TOP;1
CLA_033221115;TOP;CLA_333821S9_TOP;3
CLA_033330115;TOP;CLA_333821S9_TOP;7
CLA_033472115;TOP;CLA_333821S9_TOP;6
CLA_033563115;TOP;CLA_333821S9_TOP;1
CLA_042407990;TOP;CLA_333821S9_TOP;1
CLA_042500590;TOP;CLA_333821S9_TOP;4
CLA_042500591;TOP;CLA_333821S9_TOP;1
CLA_042510390;TOP;CLA_333821S9_TOP;1
CLA_043230590;TOP;CLA_333821S9_TOP;9
CLA_043270790;TOP;CLA_333821S9_TOP;1
CLA_043370385;TOP;CLA_333821S9_TOP;1
CLA_043420593;TOP;CLA_333821S9_TOP;6
CLA_043421190;TOP;CLA_333821S9_TOP;2
CLA_043432690;TOP;CLA_333821S9_TOP;1
CLA_043440691;TOP;CLA_333821S9_TOP;94
CLA_043450595;TOP;CLA_333821S9_TOP;1
CLA_043470790;TOP;CLA_333821S9_TOP;2
CLA_043470793;TOP;CLA_333821S9_TOP;2
CLA_043471190;TOP;CLA_333821S9_TOP;1
CLA_043471195;TOP;CLA_333821S9_TOP;1
CLA_043471197;TOP;CLA_333821S9_TOP;1
CLA_043471591;TOP;CLA_333821S9_TOP;1
CLA_043471592;TOP;CLA_333821S9_TOP;4
CLA_043471593;TOP;CLA_333821S9_TOP;3
CLA_043472091;TOP;CLA_333821S9_TOP;1
CLA_043472093;TOP;CLA_333821S9_TOP;9
CLA_043520490;TOP;CLA_333821S9_TOP;3
CLA_043541091;TOP;CLA_333821S9_TOP;1
CLA_043541092;TOP;CLA_333821S9_TOP;5
CLA_043551090;TOP;CLA_333821S9_TOP;3
CLA_043551091;TOP;CLA_333821S9_TOP;8
CLA_043572693;TOP;CLA_333821S9_TOP;1
CLA_043631390;TOP;CLA_333821S9_TOP;21
CLA_043641190;TOP;CLA_333821S9_TOP;25
CLA_043650690;TOP;CLA_333821S9_TOP;2
CLA_050014069;TOP;CLA_333821S9_TOP;4
CLA_050015656;TOP;CLA_333821S9_TOP;2
CLA_050015657;TOP;CLA_333821S9_TOP;1
CLA_050015659;TOP;CLA_333821S9_TOP;6
CLA_051310100;TOP;CLA_333821S9_TOP;1
CLA_051369500;TOP;CLA_333821S9_TOP;1
CLA_051378590;TOP;CLA_333821S9_TOP;1
CLA_051395890;TOP;CLA_333821S9_TOP;1
CLA_051536100;TOP;CLA_333821S9_TOP;1
CLA_051550701;TOP;CLA_333821S9_TOP;1
CLA_051551700;TOP;CLA_333821S9_TOP;1
CLA_051697100;TOP;CLA_333821S9_TOP;1
CLA_051722280;TOP;CLA_333821S9_TOP;1
CLA_051727300;TOP;CLA_333821S9_TOP;1
CLA_051754770;TOP;CLA_333821S9_TOP;1
CLA_051758310X;TOP;CLA_333821S9_TOP;2
CLA_051758400;TOP;CLA_333821S9_TOP;1
CLA_051802900;TOP;CLA_333821S9_TOP;1
CLA_051943040;TOP;CLA_333821S9_TOP;1
CLA_060314290;TOP;CLA_333821S9_TOP;26
CLA_074417832;TOP;CLA_333821S9_TOP;1
CLA_092228600;TOP;CLA_333821S9_TOP;1
CLA_092229100;TOP;CLA_333821S9_TOP;1
CLA_116229115;TOP;CLA_333821S9_TOP;1
CLA_116272115;TOP;CLA_333821S9_TOP;1
CLA_119150115;TOP;CLA_333821S9_TOP;1
CLA_119220115;TOP;CLA_333821S9_TOP;1
CLA_119221115;TOP;CLA_333821S9_TOP;1
CLA_119470115;TOP;CLA_333821S9_TOP;1
CLA_125205390;TOP;CLA_333821S9_TOP;1
CLA_125806690;TOP;CLA_333821S9_TOP;4
CLA_125807190;TOP;CLA_333821S9_TOP;1
ERG0001Z0;TOP;CLA_333821S9_TOP;3
CLA_/3822BP;BOT;CLA_333822B9_BOT;1
CLA_001241270;BOT;CLA_333822B9_BOT;6
CLA_001271110;BOT;CLA_333822B9_BOT;1
CLA_001435620;BOT;CLA_333822B9_BOT;2
CLA_001435632;BOT;CLA_333822B9_BOT;3
CLA_002035251;BOT;CLA_333822B9_BOT;1
CLA_010310453;BOT;CLA_333822B9_BOT;1
CLA_010310562;BOT;CLA_333822B9_BOT;2
CLA_010315150;BOT;CLA_333822B9_BOT;4
CLA_010316353;BOT;CLA_333822B9_BOT;9
CLA_010316354;BOT;CLA_333822B9_BOT;3
CLA_010319151;BOT;CLA_333822B9_BOT;4
CLA_032022102;BOT;CLA_333822B9_BOT;15
CLA_032022106;BOT;CLA_333822B9_BOT;1
CLA_032022108;BOT;CLA_333822B9_BOT;8
CLA_032022131;BOT;CLA_333822B9_BOT;8
CLA_032022133;BOT;CLA_333822B9_BOT;7
CLA_032022135;BOT;CLA_333822B9_BOT;1
CLA_032022151;BOT;CLA_333822B9_BOT;1
CLA_032022162;BOT;CLA_333822B9_BOT;1
CLA_032022163;BOT;CLA_333822B9_BOT;2
CLA_032022173;BOT;CLA_333822B9_BOT;1
CLA_032022174;BOT;CLA_333822B9_BOT;4
CLA_032022181;BOT;CLA_333822B9_BOT;2
CLA_032022190;BOT;CLA_333822B9_BOT;1
CLA_032022510;BOT;CLA_333822B9_BOT;1
CLA_032022511;BOT;CLA_333822B9_BOT;6
CLA_032022512;BOT;CLA_333822B9_BOT;1
CLA_032022552;BOT;CLA_333822B9_BOT;1
CLA_032022553;BOT;CLA_333822B9_BOT;5
CLA_032022557;BOT;CLA_333822B9_BOT;1
CLA_032022567;BOT;CLA_333822B9_BOT;2
CLA_032022571;BOT;CLA_333822B9_BOT;1
CLA_032022579;BOT;CLA_333822B9_BOT;2
CLA_032022596;BOT;CLA_333822B9_BOT;2
CLA_032026073;BOT;CLA_333822B9_BOT;2
CLA_032026074;BOT;CLA_333822B9_BOT;2
CLA_032026084;BOT;CLA_333822B9_BOT;1
CLA_033000005;BOT;CLA_333822B9_BOT;7
CLA_033101115;BOT;CLA_333822B9_BOT;4
CLA_033102115;BOT;CLA_333822B9_BOT;4
CLA_033103115;BOT;CLA_333822B9_BOT;43
CLA_033104115;BOT;CLA_333822B9_BOT;7
CLA_033182115;BOT;CLA_333822B9_BOT;1
CLA_033222115;BOT;CLA_333822B9_BOT;5
CLA_033223115;BOT;CLA_333822B9_BOT;3
CLA_033330115;BOT;CLA_333822B9_BOT;43
CLA_033392115;BOT;CLA_333822B9_BOT;1
CLA_033470115;BOT;CLA_333822B9_BOT;1
CLA_033472115;BOT;CLA_333822B9_BOT;5
CLA_033473115;BOT;CLA_333822B9_BOT;1
CLA_033474115;BOT;CLA_333822B9_BOT;4
CLA_033561115;BOT;CLA_333822B9_BOT;1
CLA_043432790;BOT;CLA_333822B9_BOT;4
CLA_043440691;BOT;CLA_333822B9_BOT;71
CLA_043470790;BOT;CLA_333822B9_BOT;1
CLA_043471180;BOT;CLA_333822B9_BOT;1
CLA_043471190;BOT;CLA_333822B9_BOT;17
CLA_043471592;BOT;CLA_333822B9_BOT;28
CLA_043471593;BOT;CLA_333822B9_BOT;6
CLA_043471594;BOT;CLA_333822B9_BOT;3
CLA_043471596;BOT;CLA_333822B9_BOT;3
CLA_043471892;BOT;CLA_333822B9_BOT;2
CLA_043471898;BOT;CLA_333822B9_BOT;4
CLA_043472093;BOT;CLA_333822B9_BOT;2
CLA_043472390;BOT;CLA_333822B9_BOT;2
CLA_043472591;BOT;CLA_333822B9_BOT;1
CLA_043520490;BOT;CLA_333822B9_BOT;1
CLA_043541091;BOT;CLA_333822B9_BOT;3
CLA_043541092;BOT;CLA_333822B9_BOT;2
CLA_043551091;BOT;CLA_333822B9_BOT;9
CLA_043631390;BOT;CLA_333822B9_BOT;6
CLA_043641190;BOT;CLA_333822B9_BOT;10
CLA_043650690;BOT;CLA_333822B9_BOT;2
CLA_050015659;BOT;CLA_333822B9_BOT;18
CLA_050015678;BOT;CLA_333822B9_BOT;2
CLA_050015680;BOT;CLA_333822B9_BOT;1
CLA_051384200;BOT;CLA_333822B9_BOT;1
CLA_051697000;BOT;CLA_333822B9_BOT;1
CLA_051754770;BOT;CLA_333822B9_BOT;1
CLA_051758310;BOT;CLA_333822B9_BOT;1
CLA_051758610;BOT;CLA_333822B9_BOT;1
CLA_051803700;BOT;CLA_333822B9_BOT;4
CLA_051804000;BOT;CLA_333822B9_BOT;1
CLA_051945300;BOT;CLA_333822B9_BOT;2
CLA_052038400;BOT;CLA_333822B9_BOT;1
CLA_052044710;BOT;CLA_333822B9_BOT;1
CLA_060314290;BOT;CLA_333822B9_BOT;3
CLA_061361900;BOT;CLA_333822B9_BOT;1
CLA_061363200;BOT;CLA_333822B9_BOT;1
CLA_061458800;BOT;CLA_333822B9_BOT;1
CLA_061460200;BOT;CLA_333822B9_BOT;1
CLA_061460300;BOT;CLA_333822B9_BOT;1
CLA_116101115;BOT;CLA_333822B9_BOT;2
CLA_116102115;BOT;CLA_333822B9_BOT;1
CLA_116153115;BOT;CLA_333822B9_BOT;2
CLA_116272115;BOT;CLA_333822B9_BOT;2
CLA_116470115;BOT;CLA_333822B9_BOT;1
CLA_119101115;BOT;CLA_333822B9_BOT;2
CLA_119122115;BOT;CLA_333822B9_BOT;3
CLA_119222115;BOT;CLA_333822B9_BOT;2
CLA_119330115;BOT;CLA_333822B9_BOT;1
CLA_119333115;BOT;CLA_333822B9_BOT;3
CLA_119431115;BOT;CLA_333822B9_BOT;1
CLA_119471115;BOT;CLA_333822B9_BOT;2
CLA_119562115;BOT;CLA_333822B9_BOT;3
CLA_125002593;BOT;CLA_333822B9_BOT;1
CLA_125203293;BOT;CLA_333822B9_BOT;1
CLA_125205390;BOT;CLA_333822B9_BOT;1
CLA_125407000;BOT;CLA_333822B9_BOT;3
CLA_125806690;BOT;CLA_333822B9_BOT;4
CLA_125903490;BOT;CLA_333822B9_BOT;5
CLA_190157661;BOT;CLA_333822B9_BOT;2
CLA_192408161;BOT;CLA_333822B9_BOT;1
CLA_001270200;TOP;CLA_333822B9_TOP;1
CLA_001270300;TOP;CLA_333822B9_TOP;3
CLA_001271100;TOP;CLA_333822B9_TOP;2
CLA_001492710;TOP;CLA_333822B9_TOP;3
CLA_001493300;TOP;CLA_333822B9_TOP;1
CLA_001494900;TOP;CLA_333822B9_TOP;1
CLA_010310453;TOP;CLA_333822B9_TOP;5
CLA_010316150;TOP;CLA_333822B9_TOP;3
CLA_010316353;TOP;CLA_333822B9_TOP;19
CLA_010348151;TOP;CLA_333822B9_TOP;1
CLA_010348152;TOP;CLA_333822B9_TOP;1
CLA_010348153;TOP;CLA_333822B9_TOP;4
CLA_010362990;TOP;CLA_333822B9_TOP;3
CLA_010363090;TOP;CLA_333822B9_TOP;2
CLA_010363091;TOP;CLA_333822B9_TOP;1
CLA_010363190;TOP;CLA_333822B9_TOP;2
CLA_010363290;TOP;CLA_333822B9_TOP;2
CLA_010363293;TOP;CLA_333822B9_TOP;1
CLA_010381150;TOP;CLA_333822B9_TOP;4
CLA_010390650;TOP;CLA_333822B9_TOP;4
CLA_032018300;TOP;CLA_333822B9_TOP;1
CLA_032021855;TOP;CLA_333822B9_TOP;1
CLA_032022101;TOP;CLA_333822B9_TOP;2
CLA_032022102;TOP;CLA_333822B9_TOP;2
CLA_032022108;TOP;CLA_333822B9_TOP;12
CLA_032022112;TOP;CLA_333822B9_TOP;2
CLA_032022116;TOP;CLA_333822B9_TOP;24
CLA_032022133;TOP;CLA_333822B9_TOP;2
CLA_032022154;TOP;CLA_333822B9_TOP;1
CLA_032022162;TOP;CLA_333822B9_TOP;1
CLA_032022174;TOP;CLA_333822B9_TOP;10
CLA_032022190;TOP;CLA_333822B9_TOP;2
CLA_032022201;TOP;CLA_333822B9_TOP;2
CLA_032022500;TOP;CLA_333822B9_TOP;1
CLA_032022585;TOP;CLA_333822B9_TOP;1
CLA_032022586;TOP;CLA_333822B9_TOP;1
CLA_032022597;TOP;CLA_333822B9_TOP;1
CLA_032022598;TOP;CLA_333822B9_TOP;1
CLA_032027650;TOP;CLA_333822B9_TOP;1
CLA_033000005;TOP;CLA_333822B9_TOP;8
CLA_033101115;TOP;CLA_333822B9_TOP;3
CLA_033102115;TOP;CLA_333822B9_TOP;4
CLA_033103115;TOP;CLA_333822B9_TOP;44
CLA_033104115;TOP;CLA_333822B9_TOP;1
CLA_033221115;TOP;CLA_333822B9_TOP;3
CLA_033330115;TOP;CLA_333822B9_TOP;7
CLA_033472115;TOP;CLA_333822B9_TOP;6
CLA_033563115;TOP;CLA_333822B9_TOP;1
CLA_042407990;TOP;CLA_333822B9_TOP;1
CLA_042500590;TOP;CLA_333822B9_TOP;4
CLA_042500591;TOP;CLA_333822B9_TOP;1
CLA_042510390;TOP;CLA_333822B9_TOP;1
CLA_043230590;TOP;CLA_333822B9_TOP;9
CLA_043270790;TOP;CLA_333822B9_TOP;1
CLA_043370385;TOP;CLA_333822B9_TOP;1
CLA_043420593;TOP;CLA_333822B9_TOP;6
CLA_043421190;TOP;CLA_333822B9_TOP;2
CLA_043432690;TOP;CLA_333822B9_TOP;1
CLA_043440691;TOP;CLA_333822B9_TOP;94
CLA_043450595;TOP;CLA_333822B9_TOP;1
CLA_043470790;TOP;CLA_333822B9_TOP;2
CLA_043470793;TOP;CLA_333822B9_TOP;2
CLA_043471190;TOP;CLA_333822B9_TOP;1
CLA_043471195;TOP;CLA_333822B9_TOP;1
CLA_043471197;TOP;CLA_333822B9_TOP;1
CLA_043471591;TOP;CLA_333822B9_TOP;1
CLA_043471592;TOP;CLA_333822B9_TOP;4
CLA_043471593;TOP;CLA_333822B9_TOP;3
CLA_043472091;TOP;CLA_333822B9_TOP;1
CLA_043472093;TOP;CLA_333822B9_TOP;9
CLA_043520490;TOP;CLA_333822B9_TOP;3
CLA_043541091;TOP;CLA_333822B9_TOP;1
CLA_043541092;TOP;CLA_333822B9_TOP;5
CLA_043551090;TOP;CLA_333822B9_TOP;3
CLA_043551091;TOP;CLA_333822B9_TOP;8
CLA_043572693;TOP;CLA_333822B9_TOP;1
CLA_043631390;TOP;CLA_333822B9_TOP;21
CLA_043641190;TOP;CLA_333822B9_TOP;25
CLA_043650690;TOP;CLA_333822B9_TOP;2
CLA_050014069;TOP;CLA_333822B9_TOP;4
CLA_050015656;TOP;CLA_333822B9_TOP;2
CLA_050015657;TOP;CLA_333822B9_TOP;1
CLA_050015659;TOP;CLA_333822B9_TOP;6
CLA_051310100;TOP;CLA_333822B9_TOP;1
CLA_051369500;TOP;CLA_333822B9_TOP;1
CLA_051378590;TOP;CLA_333822B9_TOP;1
CLA_051395890;TOP;CLA_333822B9_TOP;1
CLA_051536100;TOP;CLA_333822B9_TOP;1
CLA_051550701;TOP;CLA_333822B9_TOP;1
CLA_051551700;TOP;CLA_333822B9_TOP;1
CLA_051697100;TOP;CLA_333822B9_TOP;1
CLA_051722280;TOP;CLA_333822B9_TOP;1
CLA_051727300;TOP;CLA_333822B9_TOP;1
CLA_051754770;TOP;CLA_333822B9_TOP;1
CLA_051758310;TOP;CLA_333822B9_TOP;2
CLA_051758400;TOP;CLA_333822B9_TOP;1
CLA_051802900;TOP;CLA_333822B9_TOP;1
CLA_051943040;TOP;CLA_333822B9_TOP;1
CLA_060314290;TOP;CLA_333822B9_TOP;26
CLA_074417832;TOP;CLA_333822B9_TOP;1
CLA_092228600;TOP;CLA_333822B9_TOP;1
CLA_092229100;TOP;CLA_333822B9_TOP;1
CLA_116229115;TOP;CLA_333822B9_TOP;1
CLA_116272115;TOP;CLA_333822B9_TOP;1
CLA_119150115;TOP;CLA_333822B9_TOP;1
CLA_119220115;TOP;CLA_333822B9_TOP;1
CLA_119221115;TOP;CLA_333822B9_TOP;1
CLA_119470115;TOP;CLA_333822B9_TOP;1
CLA_125205390;TOP;CLA_333822B9_TOP;1
CLA_125806690;TOP;CLA_333822B9_TOP;4
CLA_125807190;TOP;CLA_333822B9_TOP;1
ERG0001Z0;TOP;CLA_333822B9_TOP;3
CLA_/3822CP;BOT;CLA_333822C9_BOT;1
CLA_001241270;BOT;CLA_333822C9_BOT;6
CLA_001271110;BOT;CLA_333822C9_BOT;1
CLA_001435620;BOT;CLA_333822C9_BOT;2
CLA_001435632;BOT;CLA_333822C9_BOT;3
CLA_002035251;BOT;CLA_333822C9_BOT;1
CLA_010310453;BOT;CLA_333822C9_BOT;1
CLA_010310562;BOT;CLA_333822C9_BOT;2
CLA_010315150;BOT;CLA_333822C9_BOT;4
CLA_010316353;BOT;CLA_333822C9_BOT;9
CLA_010316354;BOT;CLA_333822C9_BOT;3
CLA_010319151;BOT;CLA_333822C9_BOT;4
CLA_032022102;BOT;CLA_333822C9_BOT;15
CLA_032022106;BOT;CLA_333822C9_BOT;1
CLA_032022108;BOT;CLA_333822C9_BOT;8
CLA_032022131;BOT;CLA_333822C9_BOT;8
CLA_032022133;BOT;CLA_333822C9_BOT;7
CLA_032022135;BOT;CLA_333822C9_BOT;1
CLA_032022151;BOT;CLA_333822C9_BOT;1
CLA_032022162;BOT;CLA_333822C9_BOT;1
CLA_032022163;BOT;CLA_333822C9_BOT;2
CLA_032022173;BOT;CLA_333822C9_BOT;1
CLA_032022174;BOT;CLA_333822C9_BOT;4
CLA_032022181;BOT;CLA_333822C9_BOT;2
CLA_032022190;BOT;CLA_333822C9_BOT;1
CLA_032022510;BOT;CLA_333822C9_BOT;1
CLA_032022511;BOT;CLA_333822C9_BOT;6
CLA_032022512;BOT;CLA_333822C9_BOT;1
CLA_032022552;BOT;CLA_333822C9_BOT;1
CLA_032022553;BOT;CLA_333822C9_BOT;5
CLA_032022557;BOT;CLA_333822C9_BOT;1
CLA_032022567;BOT;CLA_333822C9_BOT;2
CLA_032022571;BOT;CLA_333822C9_BOT;1
CLA_032022579;BOT;CLA_333822C9_BOT;2
CLA_032022596;BOT;CLA_333822C9_BOT;2
CLA_032026073;BOT;CLA_333822C9_BOT;2
CLA_032026074;BOT;CLA_333822C9_BOT;2
CLA_032026084;BOT;CLA_333822C9_BOT;1
CLA_033000005;BOT;CLA_333822C9_BOT;7
CLA_033101115;BOT;CLA_333822C9_BOT;4
CLA_033102115;BOT;CLA_333822C9_BOT;4
CLA_033103115;BOT;CLA_333822C9_BOT;43
CLA_033104115;BOT;CLA_333822C9_BOT;7
CLA_033182115;BOT;CLA_333822C9_BOT;1
CLA_033222115;BOT;CLA_333822C9_BOT;5
CLA_033223115;BOT;CLA_333822C9_BOT;3
CLA_033330115;BOT;CLA_333822C9_BOT;43
CLA_033392115;BOT;CLA_333822C9_BOT;1
CLA_033470115;BOT;CLA_333822C9_BOT;1
CLA_033472115;BOT;CLA_333822C9_BOT;5
CLA_033473115;BOT;CLA_333822C9_BOT;1
CLA_033474115;BOT;CLA_333822C9_BOT;4
CLA_033561115;BOT;CLA_333822C9_BOT;1
CLA_043432790;BOT;CLA_333822C9_BOT;4
CLA_043440691;BOT;CLA_333822C9_BOT;71
CLA_043470790;BOT;CLA_333822C9_BOT;1
CLA_043471180;BOT;CLA_333822C9_BOT;1
CLA_043471190;BOT;CLA_333822C9_BOT;17
CLA_043471592;BOT;CLA_333822C9_BOT;28
CLA_043471593;BOT;CLA_333822C9_BOT;6
CLA_043471594;BOT;CLA_333822C9_BOT;3
CLA_043471596;BOT;CLA_333822C9_BOT;3
CLA_043471892;BOT;CLA_333822C9_BOT;2
CLA_043471898;BOT;CLA_333822C9_BOT;4
CLA_043472093;BOT;CLA_333822C9_BOT;2
CLA_043472390;BOT;CLA_333822C9_BOT;2
CLA_043472591;BOT;CLA_333822C9_BOT;1
CLA_043520490;BOT;CLA_333822C9_BOT;1
CLA_043541091;BOT;CLA_333822C9_BOT;3
CLA_043541092;BOT;CLA_333822C9_BOT;2
CLA_043551091;BOT;CLA_333822C9_BOT;9
CLA_043631390;BOT;CLA_333822C9_BOT;6
CLA_043641190;BOT;CLA_333822C9_BOT;10
CLA_043650690;BOT;CLA_333822C9_BOT;2
CLA_050015659;BOT;CLA_333822C9_BOT;18
CLA_050015678;BOT;CLA_333822C9_BOT;2
CLA_050015680;BOT;CLA_333822C9_BOT;1
CLA_051384200;BOT;CLA_333822C9_BOT;1
CLA_051697000;BOT;CLA_333822C9_BOT;1
CLA_051754770;BOT;CLA_333822C9_BOT;1
CLA_051758310;BOT;CLA_333822C9_BOT;1
CLA_051758610;BOT;CLA_333822C9_BOT;1
CLA_051803700;BOT;CLA_333822C9_BOT;4
CLA_051804000;BOT;CLA_333822C9_BOT;1
CLA_051945300;BOT;CLA_333822C9_BOT;2
CLA_052038400;BOT;CLA_333822C9_BOT;1
CLA_052044710;BOT;CLA_333822C9_BOT;1
CLA_060314290;BOT;CLA_333822C9_BOT;3
CLA_061361900;BOT;CLA_333822C9_BOT;1
CLA_061363200;BOT;CLA_333822C9_BOT;1
CLA_061458800;BOT;CLA_333822C9_BOT;1
CLA_061460200;BOT;CLA_333822C9_BOT;1
CLA_061460300;BOT;CLA_333822C9_BOT;1
CLA_116101115;BOT;CLA_333822C9_BOT;2
CLA_116102115;BOT;CLA_333822C9_BOT;1
CLA_116153115;BOT;CLA_333822C9_BOT;2
CLA_116272115;BOT;CLA_333822C9_BOT;2
CLA_116470115;BOT;CLA_333822C9_BOT;1
CLA_119101115;BOT;CLA_333822C9_BOT;2
CLA_119122115;BOT;CLA_333822C9_BOT;3
CLA_119222115;BOT;CLA_333822C9_BOT;2
CLA_119330115;BOT;CLA_333822C9_BOT;1
CLA_119333115;BOT;CLA_333822C9_BOT;3
CLA_119431115;BOT;CLA_333822C9_BOT;1
CLA_119471115;BOT;CLA_333822C9_BOT;2
CLA_119562115;BOT;CLA_333822C9_BOT;3
CLA_125002593;BOT;CLA_333822C9_BOT;1
CLA_125203293;BOT;CLA_333822C9_BOT;1
CLA_125205390;BOT;CLA_333822C9_BOT;1
CLA_125407000;BOT;CLA_333822C9_BOT;3
CLA_125806690;BOT;CLA_333822C9_BOT;4
CLA_125903490;BOT;CLA_333822C9_BOT;5
CLA_190157661;BOT;CLA_333822C9_BOT;2
CLA_192408161;BOT;CLA_333822C9_BOT;1
CLA_001270200;TOP;CLA_333822C9_TOP;1
CLA_001270300;TOP;CLA_333822C9_TOP;3
CLA_001271100;TOP;CLA_333822C9_TOP;2
CLA_001492710;TOP;CLA_333822C9_TOP;3
CLA_001493300;TOP;CLA_333822C9_TOP;1
CLA_001494900;TOP;CLA_333822C9_TOP;1
CLA_010310453;TOP;CLA_333822C9_TOP;5
CLA_010316150;TOP;CLA_333822C9_TOP;3
CLA_010316353;TOP;CLA_333822C9_TOP;19
CLA_010348151;TOP;CLA_333822C9_TOP;1
CLA_010348152;TOP;CLA_333822C9_TOP;1
CLA_010348153;TOP;CLA_333822C9_TOP;4
CLA_010362990;TOP;CLA_333822C9_TOP;3
CLA_010363090;TOP;CLA_333822C9_TOP;2
CLA_010363091;TOP;CLA_333822C9_TOP;1
CLA_010363190;TOP;CLA_333822C9_TOP;2
CLA_010363290;TOP;CLA_333822C9_TOP;2
CLA_010363293;TOP;CLA_333822C9_TOP;1
CLA_010381150;TOP;CLA_333822C9_TOP;4
CLA_010390650;TOP;CLA_333822C9_TOP;4
CLA_032018300;TOP;CLA_333822C9_TOP;1
CLA_032021855;TOP;CLA_333822C9_TOP;1
CLA_032022101;TOP;CLA_333822C9_TOP;2
CLA_032022102;TOP;CLA_333822C9_TOP;2
CLA_032022108;TOP;CLA_333822C9_TOP;12
CLA_032022112;TOP;CLA_333822C9_TOP;2
CLA_032022116;TOP;CLA_333822C9_TOP;24
CLA_032022133;TOP;CLA_333822C9_TOP;2
CLA_032022154;TOP;CLA_333822C9_TOP;1
CLA_032022162;TOP;CLA_333822C9_TOP;1
CLA_032022174;TOP;CLA_333822C9_TOP;10
CLA_032022190;TOP;CLA_333822C9_TOP;2
CLA_032022201;TOP;CLA_333822C9_TOP;2
CLA_032022500;TOP;CLA_333822C9_TOP;1
CLA_032022585;TOP;CLA_333822C9_TOP;1
CLA_032022586;TOP;CLA_333822C9_TOP;1
CLA_032022597;TOP;CLA_333822C9_TOP;1
CLA_032022598;TOP;CLA_333822C9_TOP;1
CLA_032027650;TOP;CLA_333822C9_TOP;1
CLA_033000005;TOP;CLA_333822C9_TOP;8
CLA_033101115;TOP;CLA_333822C9_TOP;3
CLA_033102115;TOP;CLA_333822C9_TOP;4
CLA_033103115;TOP;CLA_333822C9_TOP;44
CLA_033104115;TOP;CLA_333822C9_TOP;1
CLA_033221115;TOP;CLA_333822C9_TOP;3
CLA_033330115;TOP;CLA_333822C9_TOP;7
CLA_033472115;TOP;CLA_333822C9_TOP;6
CLA_033563115;TOP;CLA_333822C9_TOP;1
CLA_042407990;TOP;CLA_333822C9_TOP;1
CLA_042500590;TOP;CLA_333822C9_TOP;4
CLA_042500591;TOP;CLA_333822C9_TOP;1
CLA_042510390;TOP;CLA_333822C9_TOP;1
CLA_043230590;TOP;CLA_333822C9_TOP;9
CLA_043270790;TOP;CLA_333822C9_TOP;1
CLA_043370385;TOP;CLA_333822C9_TOP;1
CLA_043420593;TOP;CLA_333822C9_TOP;6
CLA_043421190;TOP;CLA_333822C9_TOP;2
CLA_043432690;TOP;CLA_333822C9_TOP;1
CLA_043440691;TOP;CLA_333822C9_TOP;94
CLA_043450595;TOP;CLA_333822C9_TOP;1
CLA_043470790;TOP;CLA_333822C9_TOP;2
CLA_043470793;TOP;CLA_333822C9_TOP;2
CLA_043471190;TOP;CLA_333822C9_TOP;1
CLA_043471195;TOP;CLA_333822C9_TOP;1
CLA_043471197;TOP;CLA_333822C9_TOP;1
CLA_043471591;TOP;CLA_333822C9_TOP;1
CLA_043471592;TOP;CLA_333822C9_TOP;4
CLA_043471593;TOP;CLA_333822C9_TOP;3
CLA_043472091;TOP;CLA_333822C9_TOP;1
CLA_043472093;TOP;CLA_333822C9_TOP;9
CLA_043520490;TOP;CLA_333822C9_TOP;3
CLA_043541091;TOP;CLA_333822C9_TOP;1
CLA_043541092;TOP;CLA_333822C9_TOP;5
CLA_043551090;TOP;CLA_333822C9_TOP;3
CLA_043551091;TOP;CLA_333822C9_TOP;8
CLA_043572693;TOP;CLA_333822C9_TOP;1
CLA_043631390;TOP;CLA_333822C9_TOP;21
CLA_043641190;TOP;CLA_333822C9_TOP;25
CLA_043650690;TOP;CLA_333822C9_TOP;2
CLA_050014069;TOP;CLA_333822C9_TOP;4
CLA_050015656;TOP;CLA_333822C9_TOP;2
CLA_050015657;TOP;CLA_333822C9_TOP;1
CLA_050015659;TOP;CLA_333822C9_TOP;6
CLA_051310100;TOP;CLA_333822C9_TOP;1
CLA_051369500;TOP;CLA_333822C9_TOP;1
CLA_051378590;TOP;CLA_333822C9_TOP;1
